radius,arc_tan_deg
0.8959717602453074,22.982796818945953
0.8959717602453074,22.982796818945953
0.9683077284504811,21.426890733531756
1.0228194741013135,20.38114227868775
1.036687560834862,20.130516837317572
1.0233281651291382,20.371843639857772
0.995618482090708,20.890470424594366
0.9995163638439426,20.815996159394842
1.0698352184624085,19.554778218007918
1.0811542537666758,19.365361733516174
1.0698352184624085,19.554778218007918
1.0215218709770082,20.404898717076023
1.0142633670593717,20.538770617271865
0.9936712272285996,20.927866337290567
1.0030700854408132,20.74853843214473
0.9838170307297867,21.11908777833841
0.9740927223218316,21.31108481589462
0.9434355898083864,21.938747466654213
0.933266058181691,22.154787195485035
0.9142461660287031,22.56987028527312
0.9022638760805891,22.83901666905883
0.8731356243459124,23.519302979029806
0.8564937286360278,23.925393083342218
0.9002915210174597,22.88390311612011
0.9181755288873138,22.482913347644363
0.9814674616702074,21.16517467585446
0.9174027663121405,22.499964392035192
0.9256009239121697,22.320312479710317
0.9020731125336645,22.843350744943276
0.9146567327496337,22.560754615205415
0.9149875233798647,22.553415260975466
0.9702014005975199,21.388850745947927
0.9582947609640228,21.630192473590554
0.9645100403742556,21.503568336538528
0.979540928491396,21.20310713187808
0.971309022717063,21.36666050414529
0.968693945143458,21.41912196901012
0.9727456809487175,21.337943613804644
0.9719495699310678,21.35384771900885
0.9758102700042215,21.276931824308093
0.9878067890471524,21.041265792900028
0.9822130356563108,21.150529436364124
0.9780565288409881,21.232422783413337
0.9826915108948684,21.141140975792887
0.9845988805930468,21.103794203975223
0.9845988805930468,21.103794203975223
0.9820941450090469,21.152863498003672
0.9866736240957876,21.063312950325457
0.9762218895836019,21.268762376266704
0.9894425001572542,21.00951856115396
0.9958702865036658,20.885643985373715
1.0060167575551842,20.69292005587343
1.0076914659813077,20.66143685420226
0.9817392824325705,21.15983308538062
0.9817392824325705,21.15983308538062
0.9887936331160646,21.022101357110667
1.0051853756268043,20.708583481108164
0.9917703783082297,20.964494588785534
1.000483600615675,20.79759431872575
1.0029179878416623,20.751417028922944
1.0107607257987066,20.603974381350113
0.9989475084077348,20.826833268330418
0.9619167924172722,21.556228608260906
0.9477986607341623,21.847282399917617
0.9697288288164165,21.39833168405534
0.9782978587275889,21.227651457716576
0.9745802167424996,21.30138049485024
0.9597166391208616,21.60109939836614
0.8774880952206614,23.415231880258958
0.8774880952206614,23.415231880258958
0.8949841250964897,23.00552071804777
0.9120809887361201,22.618058672084715
0.9120809887361201,22.618058672084715
0.9189745352566256,22.465308980082973
0.95060971451882,21.788736255704006
0.9518934666067861,21.762098581277566
0.9550316951762715,21.697240985664102
0.9545079160619983,21.708040308465453
0.9434740154215538,21.937938755158232
0.9475270080627698,21.852956000991842
0.9536480528349567,21.725791242738307
0.9885651012413882,21.02653646247709
0.9962770167640743,20.87785251685367
0.9750683375712728,21.29167214397176
0.9705954071890073,21.38095213565059
0.9710022323709763,21.37280238500473
0.9709733741312745,21.373380294334194
0.9695046549597145,21.40283195813783
0.970098338719685,21.390917734822775
0.9653961039749468,21.485631457800583
0.9715214006402814,21.362410711490302
0.9658028577155605,21.47740695094366
0.9715214006402814,21.362410711490302
0.971737932964577,21.358079445878683
0.968505206636824,21.422917780932373
0.9677309997959089,21.438501656059756
0.9333304818308089,22.153405873697444
0.9383076395938826,22.047181879608083
0.9488609921349721,21.82512195876699
0.9528837097641697,21.741593475909806
0.9534205227463519,21.730492975220475
